story,text
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"people don't know."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""But you can know nothing of this?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Excuse me, I know everything of it. You are endeavouring to"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"trace some geese which were sold by Mrs. Oakshott, of Brixton"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Road, to a salesman named Breckinridge, by him in turn to Mr."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Windigate, of the Alpha, and by him to his club, of which Mr."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Henry Baker is a member."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Oh, sir, you are the very man whom I have longed to meet,"" cried"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,the little fellow with outstretched hands and quivering fingers.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""I can hardly explain to you how interested I am in this matter."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Sherlock Holmes hailed a four-wheeler which was passing. ""In that"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,case we had better discuss it in a cosy room rather than in this
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"wind-swept market-place,"" said he. ""But pray tell me, before we"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"go farther, who it is that I have the pleasure of assisting."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"The man hesitated for an instant. ""My name is John Robinson,"" he"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,answered with a sidelong glance.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""No, no; the real name,"" said Holmes sweetly. ""It is always"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"awkward doing business with an alias."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"A flush sprang to the white cheeks of the stranger. ""Well then,"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"said he, ""my real name is James Ryder."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Precisely so. Head attendant at the Hotel Cosmopolitan. Pray"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"step into the cab, and I shall soon be able to tell you"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"everything which you would wish to know."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,The little man stood glancing from one to the other of us with
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"half-frightened, half-hopeful eyes, as one who is not sure"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,whether he is on the verge of a windfall or of a catastrophe.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Then he stepped into the cab, and in half an hour we were back in"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,the sitting-room at Baker Street. Nothing had been said during
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"our drive, but the high, thin breathing of our new companion, and"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the claspings and unclaspings of his hands, spoke of the nervous"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,tension within him.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Here we are!"" said Holmes cheerily as we filed into the room."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""The fire looks very seasonable in this weather. You look cold,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,Mr. Ryder. Pray take the basket-chair. I will just put on my
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"slippers before we settle this little matter of yours. Now, then!"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"You want to know what became of those geese?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Yes, sir."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Or rather, I fancy, of that goose. It was one bird, I imagine in"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"which you were interested--white, with a black bar across the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"tail."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Ryder quivered with emotion. ""Oh, sir,"" he cried, ""can you tell"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"me where it went to?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""It came here."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Here?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Yes, and a most remarkable bird it proved. I don't wonder that"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,you should take an interest in it. It laid an egg after it was
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"dead--the bonniest, brightest little blue egg that ever was seen."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"I have it here in my museum."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,Our visitor staggered to his feet and clutched the mantelpiece
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,with his right hand. Holmes unlocked his strong-box and held up
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the blue carbuncle, which shone out like a star, with a cold,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"brilliant, many-pointed radiance. Ryder stood glaring with a"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"drawn face, uncertain whether to claim or to disown it."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""The game's up, Ryder,"" said Holmes quietly. ""Hold up, man, or"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"you'll be into the fire! Give him an arm back into his chair,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,Watson. He's not got blood enough to go in for felony with
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,impunity. Give him a dash of brandy. So! Now he looks a little
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"more human. What a shrimp it is, to be sure!"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"For a moment he had staggered and nearly fallen, but the brandy"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"brought a tinge of colour into his cheeks, and he sat staring"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,with frightened eyes at his accuser.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""I have almost every link in my hands, and all the proofs which I"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"could possibly need, so there is little which you need tell me."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Still, that little may as well be cleared up to make the case"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"complete. You had heard, Ryder, of this blue stone of the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Countess of Morcar's?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""It was Catherine Cusack who told me of it,"" said he in a"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,crackling voice.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""I see--her ladyship's waiting-maid. Well, the temptation of"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"sudden wealth so easily acquired was too much for you, as it has"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,been for better men before you; but you were not very scrupulous
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"in the means you used. It seems to me, Ryder, that there is the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,making of a very pretty villain in you. You knew that this man
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Horner, the plumber, had been concerned in some such matter"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"before, and that suspicion would rest the more readily upon him."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"What did you do, then? You made some small job in my lady's"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,room--you and your confederate Cusack--and you managed that he
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"should be the man sent for. Then, when he had left, you rifled"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the jewel-case, raised the alarm, and had this unfortunate man"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"arrested. You then--"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,Ryder threw himself down suddenly upon the rug and clutched at my
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"companion's knees. ""For God's sake, have mercy!"" he shrieked."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Think of my father! Of my mother! It would break their hearts. I"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,never went wrong before! I never will again. I swear it. I'll
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"swear it on a Bible. Oh, don't bring it into court! For Christ's"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"sake, don't!"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Get back into your chair!"" said Holmes sternly. ""It is very well"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"to cringe and crawl now, but you thought little enough of this"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"poor Horner in the dock for a crime of which he knew nothing."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""I will fly, Mr. Holmes. I will leave the country, sir. Then the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"charge against him will break down."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Hum! We will talk about that. And now let us hear a true account"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"of the next act. How came the stone into the goose, and how came"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the goose into the open market? Tell us the truth, for there lies"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"your only hope of safety."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Ryder passed his tongue over his parched lips. ""I will tell you"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"it just as it happened, sir,"" said he. ""When Horner had been"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"arrested, it seemed to me that it would be best for me to get"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"away with the stone at once, for I did not know at what moment"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,the police might not take it into their heads to search me and my
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,room. There was no place about the hotel where it would be safe.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"I went out, as if on some commission, and I made for my sister's"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"house. She had married a man named Oakshott, and lived in Brixton"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Road, where she fattened fowls for the market. All the way there"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,every man I met seemed to me to be a policeman or a detective;
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"and, for all that it was a cold night, the sweat was pouring down"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,my face before I came to the Brixton Road. My sister asked me
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"what was the matter, and why I was so pale; but I told her that I"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,had been upset by the jewel robbery at the hotel. Then I went
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,into the back yard and smoked a pipe and wondered what it would
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,be best to do.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""I had a friend once called Maudsley, who went to the bad, and"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,has just been serving his time in Pentonville. One day he had met
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"me, and fell into talk about the ways of thieves, and how they"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,could get rid of what they stole. I knew that he would be true to
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"me, for I knew one or two things about him; so I made up my mind"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"to go right on to Kilburn, where he lived, and take him into my"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,confidence. He would show me how to turn the stone into money.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,But how to get to him in safety? I thought of the agonies I had
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,gone through in coming from the hotel. I might at any moment be
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"seized and searched, and there would be the stone in my waistcoat"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,pocket. I was leaning against the wall at the time and looking at
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the geese which were waddling about round my feet, and suddenly"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,an idea came into my head which showed me how I could beat the
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,best detective that ever lived.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""My sister had told me some weeks before that I might have the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"pick of her geese for a Christmas present, and I knew that she"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"was always as good as her word. I would take my goose now, and in"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,it I would carry my stone to Kilburn. There was a little shed in
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the yard, and behind this I drove one of the birds--a fine big"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"one, white, with a barred tail. I caught it, and prying its bill"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"open, I thrust the stone down its throat as far as my finger"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"could reach. The bird gave a gulp, and I felt the stone pass"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,along its gullet and down into its crop. But the creature flapped
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"and struggled, and out came my sister to know what was the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,matter. As I turned to speak to her the brute broke loose and
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,fluttered off among the others.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Whatever were you doing with that bird, Jem?' says she."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Well,' said I, 'you said you'd give me one for Christmas, and I"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,was feeling which was the fattest.'
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Oh,' says she, 'we've set yours aside for you--Jem's bird, we"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,call it. It's the big white one over yonder. There's twenty-six
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"of them, which makes one for you, and one for us, and two dozen"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,for the market.'
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Thank you, Maggie,' says I; 'but if it is all the same to you,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,I'd rather have that one I was handling just now.'
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'The other is a good three pound heavier,' said she, 'and we"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,fattened it expressly for you.'
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Never mind. I'll have the other, and I'll take it now,' said I."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Oh, just as you like,' said she, a little huffed. 'Which is it"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"you want, then?'"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'That white one with the barred tail, right in the middle of the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,flock.'
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Oh, very well. Kill it and take it with you.'"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well, I did what she said, Mr. Holmes, and I carried the bird"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"all the way to Kilburn. I told my pal what I had done, for he was"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,a man that it was easy to tell a thing like that to. He laughed
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"until he choked, and we got a knife and opened the goose. My"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"heart turned to water, for there was no sign of the stone, and I"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"knew that some terrible mistake had occurred. I left the bird,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"rushed back to my sister's, and hurried into the back yard. There"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,was not a bird to be seen there.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Where are they all, Maggie?' I cried."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Gone to the dealer's, Jem.'"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Which dealer's?'"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Breckinridge, of Covent Garden.'"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'But was there another with a barred tail?' I asked, 'the same"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,as the one I chose?'
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Yes, Jem; there were two barred-tailed ones, and I could never"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,tell them apart.'
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well, then, of course I saw it all, and I ran off as hard as my"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,feet would carry me to this man Breckinridge; but he had sold the
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"lot at once, and not one word would he tell me as to where they"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"had gone. You heard him yourselves to-night. Well, he has always"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,answered me like that. My sister thinks that I am going mad.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,Sometimes I think that I am myself. And now--and now I am myself
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"a branded thief, without ever having touched the wealth for which"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"I sold my character. God help me! God help me!"" He burst into"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"convulsive sobbing, with his face buried in his hands."
